timestamp,current_A,voltage_V,stack_temp_C,anode_p_kPa,cathode_p_kPa,water_flow_Lmin,ambient_temp_C,ambient_rh_pct,H2_flow_Nm3h,efficiency_pct
01-01-2025 00:00,78.38939804990726,2.0835955298650948,52.329480040148155,158.27368356181898,141.3862136,0.28991762174081037,28.387049846944528,68.97658409119666,0.021269058832015277,51.3964981
01-01-2025 00:01,217.8932988981999,1.930135925293757,62.22629093097292,198.45379950800108,204.93788202366224,0.23944718968785975,27.541751627700208,42.629300334236206,0.084965935,53.37711148033546
01-01-2025 00:02,180.07692522594832,1.6260475197128916,62.213194673768825,180.24195112785364,206.88765310406853,0.4059833731939755,22.166547262326162,71.48219026764642,0.052249856549709726,65.82953991813255
01-01-2025 00:03,243.07959793390984,1.9798908253564136,51.98029532420725,206.3408364483854,219.86557803566365,0.30852917372830224,26.630993196771126,65.19683335172577,0.07919694,48.96873310865124
01-01-2025 00:04,180.04087527799834,2.1708420053239945,60.46461601908438,230.3804890483475,233.27529390603132,0.40803843220194713,25.011569781298448,77.28367685254022,0.049865330079098734,47.00453936381721
01-01-2025 00:05,263.04537507963505,1.9609670920877988,53.32994296373945,163.7148488152743,142.0137849,0.5080464445751693,27.82746312957784,50.446361787833595,0.10595942660369544,53.56029116346618
01-01-2025 00:06,187.9767096936214,2.091513315656074,74.24705630027667,208.0699084554285,155.3783705513216,0.9543862272569086,28.78481503143199,63.098491972531704,0.079787122,55.274351368371924
01-01-2025 00:07,190.23449288384657,2.1305238780090447,78.43064077893412,200.5508760389864,228.61712940559931,0.6883008478253536,20.127433679108144,53.24273904066354,0.054889866164681306,51.95212318969858
01-01-2025 00:08,269.1634006645862,1.7368478631693596,52.16949425773816,164.40787860131996,185.85185621870153,0.867979029,31.415089744243332,61.52943486542718,0.091642719,61.151670005814644
01-01-2025 00:09,150.87071655309927,1.7272269039449362,78.65345621875105,212.39984855289825,196.45906389334635,0.7682812005698658,30.695214377926114,52.479945300386866,0.04373675,67.64520483170898
01-01-2025 00:10,83.50380711266018,1.966588593310595,65.67729798010235,177.36404178607717,206.30272037231475,0.29000250442130543,25.494295793097834,39.431612321203744,0.034123222,55.70733070051858
01-01-2025 00:11,57.195669078334745,1.8466170818840228,58.98697033861622,198.78343185440124,207.90666044956373,0.788736325,20.794039033532275,55.394870800169045,0.02425738,55.589188245706005
01-01-2025 00:12,238.78431391840476,2.1039167817200326,52.305862258284904,158.22723242770618,233.17404033165082,0.4200791052472996,31.323988096775757,56.42921007187212,0.088109801,52.72516447152546
01-01-2025 00:13,205.07738783836618,2.140013874038807,65.01872804211254,195.9584057213623,239.69494174116699,0.7112862775957651,34.32762740717199,70.53019241300805,0.072020109,49.44293268307406
01-01-2025 00:14,226.01994202480589,1.812052827581631,73.83546633472247,180.64634680428202,212.01574609309404,0.47276957891439086,23.602273940330214,66.77603528967906,0.10507074264219465,63.70499677972444
01-01-2025 00:15,103.24104037722768,1.7421223353846893,71.21259431800095,232.23812111853545,168.72212092051507,0.9981378106117273,24.85286920605557,63.1895812,0.024306510876263884,66.78795342
01-01-2025 00:16,84.09286889669244,2.068315309146317,51.50678034391921,155.69787269973682,227.97524022943435,0.4108411835974223,22.757193342227225,35.66935477762863,0.011065077536026823,49.987565664104366
01-01-2025 00:17,53.63616641697048,1.7648836213288819,52.18705506103711,191.8607275,144.92209145407617,0.4233043766194158,28.654041850172597,66.03081453318575,0.014037213742670498,60.56095918804729
01-01-2025 00:18,137.64688970164923,2.093568591108207,62.086198478979114,195.8431424131438,163.10808528744963,0.9445378044499186,22.322620919711824,55.01525781772574,0.030431825394449816,48.412013778986136
01-01-2025 00:19,197.47942171365827,1.8542429521892578,58.85871482,222.50060762991188,229.7385717463715,0.21971552370905814,25.342909151920693,74.70497680530796,0.051230984,59.80092624936076
01-01-2025 00:20,148.0610112749331,2.0005299395748826,56.97152969168143,207.4287575090211,165.6191514439355,0.7573511902985575,30.455195209013944,75.99354670652714,0.039587292,53.14453003640389
01-01-2025 00:21,159.36873050593226,1.657321188300801,58.43013496726141,216.7212337194181,162.06510596217484,0.7802611125887025,28.401739745140226,32.757829530089275,0.044166636,64.77339926324143
01-01-2025 00:22,276.0396736234371,1.9743155948059439,74.10448229890653,227.7049285651756,153.81252931402472,0.8691028619283194,25.79693846491903,71.03207801772393,0.08292711,59.68634389027808
01-01-2025 00:23,137.06386675582507,1.8710606072423377,77.87684160895562,236.22029736581888,225.91117576469165,0.9795514485107804,26.30374402711313,31.88486952113353,0.051098585,62.319648104743585
01-01-2025 00:24,178.4973722899527,1.9519650779052846,62.15308083582699,181.38754967224705,190.00582591910867,0.980481535,28.431663239348442,48.358481284751136,0.054734729,56.811651775489274
01-01-2025 00:25,245.91325318528578,1.7008085246469182,77.18333006,203.8022705363903,207.48932030541548,0.2522214060531711,20.08797091830742,57.114998781053956,0.080585794,71.18816680227809
01-01-2025 00:26,149.13569558031753,2.0421242469665093,59.64487103743646,234.0108078,163.90663840750295,0.857471458,21.17764802680415,37.40503993135637,0.058902785764415724,51.28778197
01-01-2025 00:27,205.52167505696838,2.117678246525937,64.29310959031375,248.94511309650565,215.80404210112164,0.717047947,33.21887101644518,67.31569062845384,0.061186536,49.78539607
01-01-2025 00:28,265.59092718668626,1.7300438800544655,56.780869934479995,238.9519311043763,216.00055449620984,0.7178737074984729,21.168184836369363,30.417735208606928,0.086327502,64.77447326172961
01-01-2025 00:29,287.3801559144105,1.6574287333120972,69.21428126527532,187.14672626243768,171.2598025,0.30267994129175585,30.60205394315758,38.42995242170184,0.099929952,67.09598475297108
01-01-2025 00:30,86.76837023225949,1.614183151627802,79.36943345524426,169.51665172186503,181.06826330102828,0.7201497331565228,33.80057246163579,59.03984149267379,0.009651726,72.41466395162878
01-01-2025 00:31,281.64690629037364,1.9851829002659598,68.10479288130136,198.93925374065887,160.9690277430201,0.9859860644809983,24.060254064525967,65.71937810186462,0.070502659,55.46473973892418
01-01-2025 00:32,173.02907326988455,1.9642564216532685,60.734422523406465,224.1641451836042,237.65610233229043,0.9294548556315576,25.557371555892715,75.83215513469581,0.061425913,52.66451053518377
01-01-2025 00:33,114.56109707473959,1.928018447628442,69.43452337971586,199.25690707532976,204.56025770584117,0.5513045286438805,28.533821087670745,65.27483259673119,0.04329811,62.401440348153244
